batch_id,path,dir,lines,status,clone_of
b0253,hbsd/src/lib/libc/sys/waitpid.c,lib/libc/sys,50,DEFERRED,
b0254,hbsd/src/lib/libthr/thread/thr_yield.c,lib/libthr/thread,45,DEFERRED,
b0254,hbsd/src/lib/libthr/thread/thr_getcpuclockid.c,lib/libthr/thread,49,DEFERRED,
b0254,hbsd/src/lib/libthr/thread/thr_getthreadid_np.c,lib/libthr/thread,49,DEFERRED,
b0254,hbsd/src/lib/libthr/thread/thr_ctrdtr.c,lib/libthr/thread,53,DEFERRED,
b0255,hbsd/src/lib/libc/gen/frexp.c,lib/libc/gen,57,VERIFIED,
b0255,hbsd/src/lib/libc/gen/sethostname.c,lib/libc/gen,47,VERIFIED,
b0255,hbsd/src/lib/libc/gen/raise.c,lib/libc/gen,49,DEFERRED,
b0255,hbsd/src/lib/libc/gen/basename.c,lib/libc/gen,51,DEFERRED,
b0256,hbsd/src/lib/libc/gen/setdomainname.c,lib/libc/gen,47,VERIFIED,
b0256,hbsd/src/lib/libc/gen/unvis-compat.c,lib/libc/gen,48,DEFERRED,
b0256,hbsd/src/lib/libc/gen/kqueue1.c,lib/libc/gen,52,DEFERRED,
b0256,hbsd/src/lib/libc/gen/getpeereid.c,lib/libc/gen,57,VERIFIED,
b0257,hbsd/src/lib/libc/string/wcsncasecmp.c,lib/libc/string,48,DEFERRED,
b0257,hbsd/src/lib/libc/string/timingsafe_memcmp.c,lib/libc/string,50,DEFERRED,
b0257,hbsd/src/lib/libc/string/wcslen.c,lib/libc/string,49,VERIFIED,
b0257,hbsd/src/lib/libc/string/strlcat.c,lib/libc/string,57,VERIFIED,
b0258,hbsd/src/lib/libc/gen/dup3.c,lib/libc/gen,61,DEFERRED,
b0258,hbsd/src/lib/libc/gen/alarm.c,lib/libc/gen,52,VERIFIED,
b0258,hbsd/src/lib/libc/gen/setjmperr.c,lib/libc/gen,49,VERIFIED,
b0258,hbsd/src/lib/libc/gen/assert.c,lib/libc/gen,49,DEFERRED,
b0259,hbsd/src/lib/libc/posix1e/acl_cmp_np.c,lib/libc/posix1e,52,VERIFIED,
b0259,hbsd/src/lib/libc/posix1e/acl_free.c,lib/libc/posix1e,53,DEFERRED,
b0259,hbsd/src/lib/libc/posix1e/mac_exec.c,lib/libc/posix1e,45,DEFERRED,
b0259,hbsd/src/lib/libc/posix1e/acl_compat.c,lib/libc/posix1e,61,DEFERRED,
b0260,hbsd/src/lib/libc/rpc/rpcsec_gss_stub.c,lib/libc/rpc,48,DEFERRED,
b0260,hbsd/src/lib/libc/rpc/rpc_commondata.c,lib/libc/rpc,43,DEFERRED,
b0260,hbsd/src/lib/libc/rpc/pmap_prot.c,lib/libc/rpc,61,DEFERRED,
b0260,hbsd/src/lib/libc/rpc/rpc_dtablesize.c,lib/libc/rpc,61,DEFERRED,
b0261,hbsd/src/lib/libc/gen/usleep.c,lib/libc/gen,52,DEFERRED,
b0261,hbsd/src/lib/libc/gen/nice.c,lib/libc/gen,58,VERIFIED,
b0261,hbsd/src/lib/libc/gen/clock.c,lib/libc/gen,51,VERIFIED,
b0261,hbsd/src/lib/libc/gen/aio_read2.c,lib/libc/gen,58,DEFERRED,
b0262,hbsd/src/lib/msun/src/e_acosh.c,lib/msun/src,64,VERIFIED,
b0262,hbsd/src/lib/msun/src/s_cimagl.c,lib/msun/src,38,DEFERRED,
b0262,hbsd/src/lib/msun/src/s_truncl.c,lib/msun/src,63,DEFERRED,
b0262,hbsd/src/lib/msun/src/s_asinh.c,lib/msun/src,58,DEFERRED,
b0263,hbsd/src/lib/msun/src/e_sinhf.c,lib/msun/src,53,VERIFIED,
b0263,hbsd/src/lib/msun/src/e_coshf.c,lib/msun/src,56,VERIFIED,
b0263,hbsd/src/lib/msun/src/s_nexttowardf.c,lib/msun/src,56,VERIFIED,
b0263,hbsd/src/lib/msun/src/s_trunc.c,lib/msun/src,63,VERIFIED,
b0264,hbsd/src/lib/libc/gen/trivial-getcontextx.c,lib/libc/gen,73,DEFERRED,
b0264,hbsd/src/lib/libc/gen/pause.c,lib/libc/gen,53,DEFERRED,
b0264,hbsd/src/lib/libc/gen/gethostname.c,lib/libc/gen,52,DEFERRED,
b0264,hbsd/src/lib/libc/gen/timespec_get.c,lib/libc/gen,56,VERIFIED,
b0265,hbsd/src/lib/libthr/thread/thr_single_np.c,lib/libthr/thread,50,DEFERRED,
b0265,hbsd/src/lib/libthr/thread/thr_getprio.c,lib/libthr/thread,56,DEFERRED,
b0265,hbsd/src/lib/libthr/thread/thr_event.c,lib/libthr/thread,65,DEFERRED,
b0265,hbsd/src/lib/libthr/thread/thr_detach.c,lib/libthr/thread,67,DEFERRED,
b0266,hbsd/src/lib/libc/gen/getosreldate.c,lib/libc/gen,57,VERIFIED,
b0266,hbsd/src/lib/libc/gen/sysctlbyname.c,lib/libc/gen,54,VERIFIED,
b0266,hbsd/src/lib/libc/gen/sched_getaffinity.c,lib/libc/gen,56,DEFERRED,
b0266,hbsd/src/lib/libc/gen/dirname_compat.c,lib/libc/gen,78,DEFERRED,
b0267,hbsd/src/lib/msun/src/e_atanh.c,lib/msun/src,64,VERIFIED,
b0267,hbsd/src/lib/msun/src/s_copysignl.c,lib/msun/src,42,DEFERRED,
b0267,hbsd/src/lib/msun/src/s_sincos.c,lib/msun/src,77,DEFERRED,
b0267,hbsd/src/lib/msun/src/s_nextafterf.c,lib/msun/src,63,VERIFIED,
b0268,hbsd/src/lib/libc/gen/dirname.c,lib/libc/gen,70,DEFERRED,
b0268,hbsd/src/lib/libc/gen/libc_interposing_table.c,lib/libc/gen,55,DEFERRED,
b0268,hbsd/src/lib/libc/gen/check_utility_compat.c,lib/libc/gen,68,VERIFIED,
b0268,hbsd/src/lib/libc/gen/arc4random-compat.c,lib/libc/gen,67,DEFERRED,
b0269,hbsd/src/lib/msun/src/e_remainder.c,lib/msun/src,75,VERIFIED,
b0269,hbsd/src/lib/msun/src/s_floor.c,lib/msun/src,74,VERIFIED,
b0269,hbsd/src/lib/msun/src/s_fabsl.c,lib/msun/src,43,DEFERRED,
b0269,hbsd/src/lib/msun/src/s_nexttoward.c,lib/msun/src,68,DEFERRED,
b0270,hbsd/src/lib/libc/gen/isnan.c,lib/libc/gen,71,DEFERRED,
b0270,hbsd/src/lib/libc/gen/times.c,lib/libc/gen,62,VERIFIED,
b0270,hbsd/src/lib/libc/gen/_once_stub.c,lib/libc/gen,63,DEFERRED,
b0270,hbsd/src/lib/libc/gen/sleep.c,lib/libc/gen,67,DEFERRED,
b0271,hbsd/src/lib/libthr/thread/thr_concurrency.c,lib/libthr/thread,65,DEFERRED,
b0271,hbsd/src/lib/libthr/thread/thr_setprio.c,lib/libthr/thread,66,DEFERRED,
b0271,hbsd/src/lib/libthr/thread/thr_switch_np.c,lib/libthr/thread,60,DEFERRED,
b0271,hbsd/src/lib/libthr/thread/thr_kill.c,lib/libthr/thread,74,DEFERRED,
b0272,hbsd/src/lib/libc/gen/sysctlnametomib.c,lib/libc/gen,54,VERIFIED,
b0272,hbsd/src/lib/libc/gen/isinf.c,lib/libc/gen,72,DEFERRED,
b0272,hbsd/src/lib/libc/gen/basename_compat.c,lib/libc/gen,82,DEFERRED,
b0272,hbsd/src/lib/libc/gen/fdopendir.c,lib/libc/gen,64,DEFERRED,
b0273,hbsd/src/sys/cam/ctl/ctl_nvme_all.c,sys/cam/ctl,34,DEFERRED,
b0273,hbsd/src/sys/cam/ctl/ctl_nvme_cmd_table.c,sys/cam/ctl,35,DEFERRED,
b0273,hbsd/src/sys/cam/ctl/ctl_backend.c,sys/cam/ctl,136,DEFERRED,
b0273,hbsd/src/sys/cam/ctl/ctl_ser_table.c,sys/cam/ctl,79,DEFERRED,
b0274,hbsd/src/lib/libc/inet/inet_neta.c,lib/libc/inet,91,DEFERRED,
b0274,hbsd/src/lib/libc/inet/inet_lnaof.c,lib/libc/inet,65,DEFERRED,
b0274,hbsd/src/lib/libc/inet/inet_netof.c,lib/libc/inet,64,DEFERRED,
b0274,hbsd/src/lib/libc/inet/inet_ntoa.c,lib/libc/inet,73,DEFERRED,
b0275,hbsd/src/lib/libc/stdio/gets.c,lib/libc/stdio,73,DEFERRED,
b0275,hbsd/src/lib/libc/stdio/sprintf.c,lib/libc/stdio,71,DEFERRED,
b0275,hbsd/src/lib/libc/stdio/xprintf_vis.c,lib/libc/stdio,78,DEFERRED,
b0275,hbsd/src/lib/libc/stdio/funopen.c,lib/libc/stdio,72,VERIFIED,
b0276,hbsd/src/lib/msun/src/s_tan.c,lib/msun/src,79,DEFERRED,
b0276,hbsd/src/lib/msun/src/s_tanh.c,lib/msun/src,80,DEFERRED,
b0276,hbsd/src/lib/msun/src/s_nextafter.c,lib/msun/src,79,DEFERRED,
b0276,hbsd/src/lib/msun/src/s_frexpl.c,lib/msun/src,62,VERIFIED,
b0277,hbsd/src/lib/msun/src/s_fmaximum_magf.c,lib/msun/src,68,DEFERRED,
b0277,hbsd/src/lib/msun/src/e_acosl.c,lib/msun/src,83,DEFERRED,
b0277,hbsd/src/lib/msun/src/e_cosh.c,lib/msun/src,81,VERIFIED,
b0277,hbsd/src/lib/msun/src/s_sin.c,lib/msun/src,85,DEFERRED,
b0278,hbsd/src/lib/libthr/thread/thr_affinity.c,lib/libthr/thread,84,DEFERRED,
b0278,hbsd/src/lib/libthr/thread/thr_rwlockattr.c,lib/libthr/thread,92,DEFERRED,
b0278,hbsd/src/lib/libthr/thread/thr_barrierattr.c,lib/libthr/thread,94,DEFERRED,
b0278,hbsd/src/lib/libthr/thread/thr_setschedparam.c,lib/libthr/thread,77,DEFERRED,
b0279,hbsd/src/lib/libc/gen/uexterr_format.c,lib/libc/gen,105,DEFERRED,
b0279,hbsd/src/lib/libc/gen/getlogin.c,lib/libc/gen,84,DEFERRED,
b0279,hbsd/src/lib/libc/gen/semctl.c,lib/libc/gen,90,DEFERRED,
b0279,hbsd/src/lib/libc/gen/fpclassify.c,lib/libc/gen,103,DEFERRED,
b0280,hbsd/src/lib/libc/gen/nftw.c,lib/libc/gen,106,VERIFIED,
b0280,hbsd/src/lib/libc/gen/stringlist.c,lib/libc/gen,112,DEFERRED,
b0280,hbsd/src/lib/libc/gen/elf_utils.c,lib/libc/gen,88,DEFERRED,
b0280,hbsd/src/lib/libc/gen/nftw-compat11.c,lib/libc/gen,112,DEFERRED,
b0281,hbsd/src/lib/libc/resolv/h_errno.c,lib/libc/resolv,49,DEFERRED,
b0281,hbsd/src/lib/libc/resolv/mtctxres.c,lib/libc/resolv,135,DEFERRED,
b0281,hbsd/src/lib/libc/resolv/res_state.c,lib/libc/resolv,122,DEFERRED,
b0281,hbsd/src/lib/libc/resolv/herror.c,lib/libc/resolv,120,DEFERRED,
b0282,hbsd/src/lib/libc/gen/modf.c,lib/libc/gen,134,VERIFIED,
b0282,hbsd/src/lib/libc/gen/initgroups.c,lib/libc/gen,85,DEFERRED,
b0282,hbsd/src/lib/libc/gen/getbsize.c,lib/libc/gen,100,VERIFIED,
b0282,hbsd/src/lib/libc/gen/sigsetops.c,lib/libc/gen,119,VERIFIED,
b0283,hbsd/src/lib/libc/inet/inet_makeaddr.c,lib/libc/inet,68,DEFERRED,
b0283,hbsd/src/lib/libc/inet/nsap_addr.c,lib/libc/inet,117,DEFERRED,
b0283,hbsd/src/lib/libc/inet/inet_network.c,lib/libc/inet,106,DEFERRED,
b0283,hbsd/src/lib/libc/inet/inet_net_ntop.c,lib/libc/inet,173,DEFERRED,
b0284,hbsd/src/lib/libc/gen/sig2str.c,lib/libc/gen,113,DEFERRED,
b0284,hbsd/src/lib/libc/gen/siglist.c,lib/libc/gen,103,DEFERRED,
b0284,hbsd/src/lib/libc/gen/__xuname.c,lib/libc/gen,142,DEFERRED,
b0284,hbsd/src/lib/libc/gen/readdir-compat11.c,lib/libc/gen,112,DEFERRED,
b0285,hbsd/src/lib/libc/db/recno/rec_utils.c,lib/libc/db/recno,108,VERIFIED,
b0285,hbsd/src/lib/libc/db/recno/rec_search.c,lib/libc/db/recno,117,DEFERRED,
b0285,hbsd/src/lib/libc/db/recno/rec_seq.c,lib/libc/db/recno,122,DEFERRED,
b0285,hbsd/src/lib/libc/db/recno/rec_close.c,lib/libc/db/recno,178,DEFERRED,
b0286,hbsd/src/lib/libc/gen/confstr.c,lib/libc/gen,117,DEFERRED,
b0286,hbsd/src/lib/libc/gen/memfd_create.c,lib/libc/gen,130,DEFERRED,
b0286,hbsd/src/lib/libc/gen/statvfs.c,lib/libc/gen,157,DEFERRED,
b0286,hbsd/src/lib/libc/gen/timezone.c,lib/libc/gen,126,DEFERRED,
b0287,hbsd/src/lib/msun/src/s_remquo.c,lib/msun/src,149,DEFERRED,
b0287,hbsd/src/lib/msun/src/e_log2.c,lib/msun/src,113,DEFERRED,
b0287,hbsd/src/lib/msun/src/e_atan2.c,lib/msun/src,125,DEFERRED,
b0287,hbsd/src/lib/msun/src/e_fmodl.c,lib/msun/src,145,DEFERRED,
b0288,hbsd/src/lib/libc/iconv/citrus_lookup_factory.c,lib/libc/iconv,121,DEFERRED,
b0288,hbsd/src/lib/libc/iconv/citrus_bcs.c,lib/libc/iconv,168,DEFERRED,
b0288,hbsd/src/lib/libc/iconv/iconv_compat.c,lib/libc/iconv,121,DEFERRED,
b0288,hbsd/src/lib/libc/iconv/citrus_memstream.c,lib/libc/iconv,147,DEFERRED,
b0289,hbsd/src/lib/libc/db/test/btree.tests/main.c,lib/libc/db/test/btree.tests,759,DEFERRED,
b0290,hbsd/src/lib/libc/inet/inet_ntop.c,lib/libc/inet,200,DEFERRED,
b0290,hbsd/src/lib/libc/inet/inet_pton.c,lib/libc/inet,220,DEFERRED,
b0290,hbsd/src/lib/libc/inet/inet_cidr_pton.c,lib/libc/inet,274,DEFERRED,
b0290,hbsd/src/lib/libc/inet/inet_cidr_ntop.c,lib/libc/inet,261,DEFERRED,
b0291,hbsd/src/bin/ps/nlist.c,bin/ps,60,VERIFIED,
b0291,hbsd/src/bin/ps/fmt.c,bin/ps,130,DEFERRED,
b0291,hbsd/src/bin/ps/keyword.c,bin/ps,483,DEFERRED,
b0291,hbsd/src/bin/ps/print.c,bin/ps,870,DEFERRED,
b0292,hbsd/src/lib/libc/regex/regfree.c,lib/libc/regex,83,VERIFIED,
b0292,hbsd/src/lib/libc/regex/regerror.c,lib/libc/regex,168,DEFERRED,
b0292,hbsd/src/lib/libc/regex/regexec.c,lib/libc/regex,227,DEFERRED,
b0292,hbsd/src/lib/libc/regex/engine.c,lib/libc/regex,1213,DEFERRED,
b0293,hbsd/src/bin/sh/options.c,bin/sh,597,DEFERRED,
b0293,hbsd/src/bin/sh/miscbltin.c,bin/sh,633,DEFERRED,
b0293,hbsd/src/bin/sh/histedit.c,bin/sh,796,DEFERRED,
b0293,hbsd/src/bin/sh/exec.c,bin/sh,847,DEFERRED,
b0294,hbsd/src/sbin/ipf/libipf/printactiveaddr.c,sbin/ipf/libipf,31,DEFERRED,
b0294,hbsd/src/sbin/ipf/libipf/verbose.c,sbin/ipf/libipf,38,DEFERRED,
b0294,hbsd/src/sbin/ipf/libipf/tcpoptnames.c,sbin/ipf/libipf,21,DEFERRED,
b0294,hbsd/src/sbin/ipf/libipf/printsbuf.c,sbin/ipf/libipf,39,DEFERRED,
b0295,hbsd/src/sbin/ipf/libipf/v6ionames.c,sbin/ipf/libipf,27,DEFERRED,
b0295,hbsd/src/sbin/ipf/libipf/tcpflags.c,sbin/ipf/libipf,46,DEFERRED,
b0295,hbsd/src/sbin/ipf/libipf/printtunable.c,sbin/ipf/libipf,28,DEFERRED,
b0295,hbsd/src/sbin/ipf/libipf/printlog.c,sbin/ipf/libipf,37,DEFERRED,
b0296,hbsd/src/sbin/ipf/libipf/count4bits.c,sbin/ipf/libipf,39,DEFERRED,
b0296,hbsd/src/sbin/ipf/libipf/printportcmp.c,sbin/ipf/libipf,27,DEFERRED,
b0296,hbsd/src/sbin/ipf/libipf/ntomask.c,sbin/ipf/libipf,45,DEFERRED,
b0296,hbsd/src/sbin/ipf/libipf/nametokva.c,sbin/ipf/libipf,36,DEFERRED,
b0297,hbsd/src/sbin/ipf/libipf/printfraginfo.c,sbin/ipf/libipf,32,DEFERRED,
b0297,hbsd/src/sbin/ipf/libipf/kvatoname.c,sbin/ipf/libipf,37,DEFERRED,
b0297,hbsd/src/sbin/ipf/libipf/printunit.c,sbin/ipf/libipf,46,DEFERRED,
b0297,hbsd/src/sbin/ipf/libipf/ipf_perror.c,sbin/ipf/libipf,40,DEFERRED,
b0298,hbsd/src/lib/libc/stdlib/insque.c,lib/libc/stdlib,44,DEFERRED,
b0298,hbsd/src/lib/libc/stdlib/tfind.c,lib/libc/stdlib,46,DEFERRED,
b0298,hbsd/src/lib/libc/stdlib/twalk.c,lib/libc/stdlib,48,DEFERRED,
b0298,hbsd/src/lib/libc/stdlib/reallocarray.c,lib/libc/stdlib,39,VERIFIED,
b0299,hbsd/src/lib/libc/sys/lockf.c,lib/libc/sys,82,DEFERRED,
b0299,hbsd/src/lib/libc/sys/brk.c,lib/libc/sys,104,DEFERRED,
b0300,hbsd/src/lib/msun/src/e_acoshf.c,lib/msun/src,45,VERIFIED,
b0300,hbsd/src/lib/msun/src/s_ceilf.c,lib/msun/src,49,VERIFIED,
b0300,hbsd/src/lib/msun/src/s_frexp.c,lib/msun/src,52,VERIFIED,
b0300,hbsd/src/lib/msun/src/s_asinhf.c,lib/msun/src,45,DEFERRED,
b0301,hbsd/src/lib/libc/sys/swapcontext.c,lib/libc/sys,47,DEFERRED,
b0301,hbsd/src/lib/libc/sys/fcntl.c,lib/libc/sys,53,DEFERRED,
b0301,hbsd/src/lib/libc/sys/wait.c,lib/libc/sys,50,DEFERRED,
b0301,hbsd/src/lib/libc/sys/send.c,lib/libc/sys,46,DEFERRED,
b0302,hbsd/src/lib/msun/src/s_cprojf.c,lib/msun/src,42,VERIFIED,
b0302,hbsd/src/lib/msun/src/s_cprojl.c,lib/msun/src,42,DEFERRED,
b0302,hbsd/src/lib/msun/src/s_fdim.c,lib/msun/src,45,DEFERRED,
b0302,hbsd/src/lib/msun/src/s_ceil.c,lib/msun/src,73,VERIFIED,
b0303,hbsd/src/lib/msun/src/s_signbit.c,lib/msun/src,58,DEFERRED,
b0303,hbsd/src/lib/msun/src/e_atanhl.c,lib/msun/src,70,DEFERRED,
b0303,hbsd/src/lib/msun/src/s_cproj.c,lib/msun/src,47,DEFERRED,
b0303,hbsd/src/lib/msun/src/s_roundf.c,lib/msun/src,53,VERIFIED,
b0304,hbsd/src/lib/libc/gen/siginterrupt.c,lib/libc/gen,58,DEFERRED,
b0304,hbsd/src/lib/libc/gen/rewinddir.c,lib/libc/gen,59,DEFERRED,
b0304,hbsd/src/lib/libc/gen/psignal.c,lib/libc/gen,63,VERIFIED,
b0304,hbsd/src/lib/libc/gen/feature_present.c,lib/libc/gen,62,VERIFIED,
b0305,hbsd/src/lib/msun/src/s_lrint.c,lib/msun/src,58,DEFERRED,
b0305,hbsd/src/lib/msun/src/s_fmax.c,lib/msun/src,65,DEFERRED,
b0305,hbsd/src/lib/msun/src/s_fmin.c,lib/msun/src,65,DEFERRED,
b0305,hbsd/src/lib/msun/src/s_fminimum_magl.c,lib/msun/src,63,DEFERRED,
b0306,hbsd/src/lib/msun/src/e_asinl.c,lib/msun/src,73,DEFERRED,
b0306,hbsd/src/lib/msun/src/s_round.c,lib/msun/src,59,VERIFIED,
b0306,hbsd/src/lib/msun/src/e_asinf.c,lib/msun/src,68,DEFERRED,
b0306,hbsd/src/lib/msun/src/s_roundl.c,lib/msun/src,61,VERIFIED,
b0307,hbsd/src/lib/msun/src/s_cpowl.c,lib/msun/src,74,DEFERRED,
b0307,hbsd/src/lib/msun/src/e_log10f.c,lib/msun/src,69,DEFERRED,
b0307,hbsd/src/lib/msun/src/k_tanf.c,lib/msun/src,61,DEFERRED,
b0307,hbsd/src/lib/msun/src/e_rem_pio2f.c,lib/msun/src,75,DEFERRED,
b0308,hbsd/src/lib/msun/src/e_acosf.c,lib/msun/src,80,DEFERRED,
b0308,hbsd/src/lib/msun/src/s_fmaximum_mag.c,lib/msun/src,73,DEFERRED,
b0308,hbsd/src/lib/msun/src/s_nearbyint.c,lib/msun/src,58,DEFERRED,
b0308,hbsd/src/lib/msun/src/s_fmaximum_numl.c,lib/msun/src,69,DEFERRED,
b0309,hbsd/src/lib/msun/src/s_fmaximum_magl.c,lib/msun/src,62,DEFERRED,
b0309,hbsd/src/lib/msun/src/e_hypotf.c,lib/msun/src,80,DEFERRED,
b0309,hbsd/src/lib/msun/src/s_fminimum_magf.c,lib/msun/src,69,DEFERRED,
b0309,hbsd/src/lib/msun/src/s_isnan.c,lib/msun/src,71,DEFERRED,
b0310,hbsd/src/lib/libc/gen/_spinlock_stub.c,lib/libc/gen,77,DEFERRED,
b0310,hbsd/src/lib/libc/gen/closedir.c,lib/libc/gen,72,DEFERRED,
b0310,hbsd/src/lib/libc/gen/getloadavg.c,lib/libc/gen,63,VERIFIED,
b0310,hbsd/src/lib/libc/gen/devname.c,lib/libc/gen,71,VERIFIED,
b0311,hbsd/src/lib/libc/gen/ctermid.c,lib/libc/gen,70,DEFERRED,
b0311,hbsd/src/lib/libc/gen/ulimit.c,lib/libc/gen,70,VERIFIED,
b0311,hbsd/src/lib/libc/gen/ftw.c,lib/libc/gen,88,VERIFIED,
b0311,hbsd/src/lib/libc/gen/ualarm.c,lib/libc/gen,56,VERIFIED,
b0312,hbsd/src/lib/msun/src/s_modf.c,lib/msun/src,74,VERIFIED,
b0312,hbsd/src/lib/msun/src/s_cbrtf.c,lib/msun/src,70,VERIFIED,
b0312,hbsd/src/lib/msun/src/s_cpowf.c,lib/msun/src,74,DEFERRED,
b0312,hbsd/src/lib/msun/src/s_cpow.c,lib/msun/src,75,DEFERRED,
b0313,hbsd/src/lib/libc/string/strcasestr.c,lib/libc/string,71,DEFERRED,
b0313,hbsd/src/lib/libc/string/wcswidth.c,lib/libc/string,68,DEFERRED,
b0313,hbsd/src/lib/libc/string/wcslcat.c,lib/libc/string,75,DEFERRED,
b0313,hbsd/src/lib/libc/string/wcsxfrm.c,lib/libc/string,84,DEFERRED,
b0314,hbsd/src/lib/libc/gen/getmntinfo.c,lib/libc/gen,66,DEFERRED,
b0314,hbsd/src/lib/libc/gen/getmntinfo-compat11.c,lib/libc/gen,66,DEFERRED,
b0314,hbsd/src/lib/libc/gen/sched_setaffinity.c,lib/libc/gen,79,DEFERRED,
b0314,hbsd/src/lib/libc/gen/ftw-compat11.c,lib/libc/gen,98,DEFERRED,
b0315,hbsd/src/lib/msun/i387/invtrig.c,lib/msun/i387,85,DEFERRED,
b0315,hbsd/src/lib/msun/i387/fenv.c,lib/msun/i387,249,DEFERRED,
b0316,hbsd/src/lib/libc/stdlib/abort.c,lib/libc/stdlib,75,DEFERRED,
b0316,hbsd/src/lib/libc/stdlib/set_constraint_handler_s.c,lib/libc/stdlib,98,DEFERRED,
b0316,hbsd/src/lib/libc/stdlib/getsubopt.c,lib/libc/stdlib,91,VERIFIED,
b0316,hbsd/src/lib/libc/stdlib/exit.c,lib/libc/stdlib,93,DEFERRED,
b0317,hbsd/src/lib/libc/stdio/tempnam.c,lib/libc/stdio,85,DEFERRED,
b0317,hbsd/src/lib/libc/stdio/vsnprintf.c,lib/libc/stdio,87,DEFERRED,
b0317,hbsd/src/lib/libc/stdio/xprintf_quote.c,lib/libc/stdio,98,DEFERRED,
b0317,hbsd/src/lib/libc/stdio/wsetup.c,lib/libc/stdio,88,VERIFIED,
b0318,hbsd/src/lib/libc/stdio/fputws.c,lib/libc/stdio,85,DEFERRED,
b0318,hbsd/src/lib/libc/stdio/tmpfile.c,lib/libc/stdio,87,DEFERRED,
b0318,hbsd/src/lib/libc/stdio/xprintf_hexdump.c,lib/libc/stdio,101,DEFERRED,
b0318,hbsd/src/lib/libc/stdio/fgetwln.c,lib/libc/stdio,96,DEFERRED,
b0319,hbsd/src/sbin/dhclient/tree.c,sbin/dhclient,57,DEFERRED,
b0319,hbsd/src/sbin/dhclient/alloc.c,sbin/dhclient,79,DEFERRED,
b0319,hbsd/src/sbin/dhclient/convert.c,sbin/dhclient,117,DEFERRED,
b0319,hbsd/src/sbin/dhclient/inet.c,sbin/dhclient,121,DEFERRED,
b0320,hbsd/src/lib/libc/posix1e/acl_extended_file_np.c,lib/libc/posix1e,82,VERIFIED,
b0320,hbsd/src/lib/libc/posix1e/mac_get.c,lib/libc/posix1e,86,DEFERRED,
b0320,hbsd/src/lib/libc/posix1e/acl_init.c,lib/libc/posix1e,94,DEFERRED,
b0320,hbsd/src/lib/libc/posix1e/acl_perm.c,lib/libc/posix1e,127,VERIFIED,
b0321,hbsd/src/lib/libc/gen/getvfsbyname.c,lib/libc/gen,87,DEFERRED,
b0321,hbsd/src/lib/libc/gen/daemon.c,lib/libc/gen,115,DEFERRED,
b0321,hbsd/src/lib/libc/gen/crypt.c,lib/libc/gen,88,DEFERRED,
b0321,hbsd/src/lib/libc/gen/ttyname.c,lib/libc/gen,111,DEFERRED,
b0322,hbsd/src/lib/msun/src/s_expm1f.c,lib/msun/src,121,DEFERRED,
b0322,hbsd/src/lib/msun/src/s_modfl.c,lib/msun/src,101,DEFERRED,
b0322,hbsd/src/lib/msun/src/e_asin.c,lib/msun/src,113,DEFERRED,
b0322,hbsd/src/lib/msun/src/k_exp.c,lib/msun/src,108,DEFERRED,
b0323,hbsd/src/lib/libc/iconv/citrus_prop.c,lib/libc/iconv,446,DEFERRED,
b0324,hbsd/src/lib/libc/inet/inet_addr.c,lib/libc/inet,210,DEFERRED,
b0324,hbsd/src/lib/libc/inet/inet_net_pton.c,lib/libc/inet,259,DEFERRED,
b0325,hbsd/src/bin/mv/mv.c,bin/mv,495,DEFERRED,
b0326,hbsd/src/lib/libc/stdio/makebuf.c,lib/libc/stdio,112,DEFERRED,
b0326,hbsd/src/lib/libc/stdio/xprintf_time.c,lib/libc/stdio,122,DEFERRED,
b0326,hbsd/src/lib/libc/stdio/fclose.c,lib/libc/stdio,134,DEFERRED,
b0326,hbsd/src/lib/libc/stdio/ftell.c,lib/libc/stdio,137,DEFERRED,
b0327,hbsd/src/lib/msun/src/s_atan.c,lib/msun/src,120,DEFERRED,
b0327,hbsd/src/lib/msun/src/e_sinhl.c,lib/msun/src,131,DEFERRED,
b0327,hbsd/src/lib/msun/src/s_exp2f.c,lib/msun/src,136,DEFERRED,
b0327,hbsd/src/lib/msun/src/e_sqrtl.c,lib/msun/src,158,DEFERRED,
b0328,hbsd/src/lib/libc/stdlib/strtoull.c,lib/libc/stdlib,134,DEFERRED,
b0328,hbsd/src/lib/libc/stdlib/getopt.c,lib/libc/stdlib,133,DEFERRED,
b0328,hbsd/src/lib/libc/stdlib/system.c,lib/libc/stdlib,140,DEFERRED,
b0328,hbsd/src/lib/libc/stdlib/hsearch_r.c,lib/libc/stdlib,147,DEFERRED,
b0329,hbsd/src/lib/libc/iconv/citrus_stdenc.c,lib/libc/iconv,147,DEFERRED,
b0329,hbsd/src/lib/libc/iconv/citrus_pivot_factory.c,lib/libc/iconv,225,DEFERRED,
b0329,hbsd/src/lib/libc/iconv/citrus_none.c,lib/libc/iconv,237,DEFERRED,
b0329,hbsd/src/lib/libc/iconv/bsd_iconv.c,lib/libc/iconv,309,DEFERRED,
b0330,hbsd/src/lib/msun/bsdsrc/b_exp.c,lib/msun/bsdsrc,122,DEFERRED,
b0330,hbsd/src/lib/msun/bsdsrc/b_tgamma.c,lib/msun/bsdsrc,396,DEFERRED,
b0330,hbsd/src/lib/msun/bsdsrc/b_log.c,lib/msun/bsdsrc,400,DEFERRED,
