batch_id,path,dir,lines,status,clone_of
b0001,hbsd/src/lib/msun/src/s_signgam.c,lib/msun/src,3,DEFERRED,
b0001,hbsd/src/lib/msun/src/s_lrintf.c,lib/msun/src,6,DEFERRED,
b0001,hbsd/src/lib/msun/src/s_llrint.c,lib/msun/src,6,DEFERRED,
b0001,hbsd/src/lib/msun/src/s_llrintf.c,lib/msun/src,6,DEFERRED,
b0002,hbsd/src/lib/libc/locale/c16rtomb_iconv.c,lib/libc/locale,7,DEFERRED,
b0002,hbsd/src/lib/libc/locale/c32rtomb_iconv.c,lib/libc/locale,7,DEFERRED,
b0002,hbsd/src/lib/libc/locale/mbrtoc16_iconv.c,lib/libc/locale,7,DEFERRED,
b0002,hbsd/src/lib/libc/locale/mbrtoc32_iconv.c,lib/libc/locale,7,DEFERRED,
b0003,hbsd/src/lib/msun/src/s_lrintl.c,lib/msun/src,6,DEFERRED,
b0003,hbsd/src/lib/msun/src/s_llrintl.c,lib/msun/src,6,DEFERRED,
b0003,hbsd/src/lib/msun/src/s_lroundf.c,lib/msun/src,8,DEFERRED,
b0003,hbsd/src/lib/msun/src/s_lroundl.c,lib/msun/src,8,DEFERRED,
b0004,hbsd/src/lib/libc_nonshared/__stub.c,lib/libc_nonshared,31,DEFERRED,
b0005,hbsd/src/sys/security/mac_none/mac_none.c,sys/security/mac_none,54,DEFERRED,
b0006,hbsd/src/sys/security/mac_pimd/mac_pimd.c,sys/security/mac_pimd,71,DEFERRED,
b0007,hbsd/src/sys/security/mac_ntpd/mac_ntpd.c,sys/security/mac_ntpd,74,DEFERRED,
b0008,hbsd/src/lib/libc/csu/aarch64/reloc.c,lib/libc/csu/aarch64,75,DEFERRED,
b0009,hbsd/src/lib/libc/softfloat/negsf2.c,lib/libc/softfloat,19,VERIFIED,
b0009,hbsd/src/lib/libc/softfloat/gtsf2.c,lib/libc/softfloat,19,VERIFIED,
b0009,hbsd/src/lib/libc/softfloat/gtdf2.c,lib/libc/softfloat,19,VERIFIED,
b0009,hbsd/src/lib/libc/softfloat/nesf2.c,lib/libc/softfloat,19,VERIFIED,
b0010s1,hbsd/src/lib/libc/softfloat/nedf2.c,lib/libc/softfloat,19,DEFERRED,
b0010s2,hbsd/src/lib/libc/softfloat/ltsf2.c,lib/libc/softfloat,19,DEFERRED,
b0010s3,hbsd/src/lib/libc/softfloat/ltdf2.c,lib/libc/softfloat,19,DEFERRED,
b0010s4,hbsd/src/lib/libc/softfloat/eqsf2.c,lib/libc/softfloat,19,DEFERRED,
b0011,hbsd/src/lib/libc/softfloat/eqdf2.c,lib/libc/softfloat,19,DEFERRED,
b0011,hbsd/src/lib/libc/softfloat/negdf2.c,lib/libc/softfloat,19,DEFERRED,
b0011,hbsd/src/lib/libc/softfloat/gesf2.c,lib/libc/softfloat,19,DEFERRED,
b0011,hbsd/src/lib/libc/softfloat/lesf2.c,lib/libc/softfloat,19,DEFERRED,
b0012s1,hbsd/src/lib/libc/softfloat/gedf2.c,lib/libc/softfloat,19,VERIFIED,
b0012s2,hbsd/src/lib/libc/softfloat/ledf2.c,lib/libc/softfloat,19,VERIFIED,
b0012s3,hbsd/src/lib/libc/softfloat/negxf2.c,lib/libc/softfloat,22,DEFERRED,
b0012s4,hbsd/src/lib/libc/softfloat/gtxf2.c,lib/libc/softfloat,22,VERIFIED,
b0013,hbsd/src/lib/libc/gen/_rand48.c,lib/libc/gen,18,VERIFIED,
b0013,hbsd/src/lib/libc/gen/nrand48.c,lib/libc/gen,23,VERIFIED,
b0013,hbsd/src/lib/libc/gen/erand48.c,lib/libc/gen,24,VERIFIED,
b0013,hbsd/src/lib/libc/gen/jrand48.c,lib/libc/gen,23,VERIFIED,
b0014,hbsd/src/lib/libc/softfloat/nexf2.c,lib/libc/softfloat,22,VERIFIED,
b0014,hbsd/src/lib/libc/softfloat/gttf2.c,lib/libc/softfloat,23,VERIFIED,
b0014,hbsd/src/lib/libc/softfloat/netf2.c,lib/libc/softfloat,23,VERIFIED,
b0014,hbsd/src/lib/libc/softfloat/eqtf2.c,lib/libc/softfloat,21,VERIFIED,
b0015,hbsd/src/lib/libc/gen/pmadvise.c,lib/libc/gen,23,VERIFIED,
b0015,hbsd/src/lib/libc/gen/timespec_getres.c,lib/libc/gen,24,VERIFIED,
b0015,hbsd/src/lib/libc/gen/lrand48.c,lib/libc/gen,21,DEFERRED,
b0015,hbsd/src/lib/libc/gen/drand48.c,lib/libc/gen,22,DEFERRED,
b0016s1,hbsd/src/lib/libc/softfloat/lttf2.c,lib/libc/softfloat,23,DEFERRED,
b0016s2,hbsd/src/lib/libc/softfloat/gexf2.c,lib/libc/softfloat,22,VERIFIED,
b0016s3,hbsd/src/lib/libc/softfloat/getf2.c,lib/libc/softfloat,23,DEFERRED,
b0016s4,hbsd/src/lib/libc/softfloat/letf2.c,lib/libc/softfloat,23,DEFERRED,
b0017,hbsd/src/lib/libc/gen/mrand48.c,lib/libc/gen,23,VERIFIED,
b0017,hbsd/src/lib/libc/gen/lcong48.c,lib/libc/gen,22,VERIFIED,
b0017,hbsd/src/lib/libc/gen/srand48.c,lib/libc/gen,23,VERIFIED,
b0017,hbsd/src/lib/libc/gen/seed48.c,lib/libc/gen,26,VERIFIED,
b0018,hbsd/src/lib/libc/aarch64/string/strsep.c,lib/libc/aarch64/string,57,VERIFIED,
b0018,hbsd/src/lib/libc/aarch64/string/memset_resolver.c,lib/libc/aarch64/string,55,DEFERRED,
b0019,hbsd/src/lib/libc/uuid/uuid_stream.c,lib/libc/uuid,112,VERIFIED,
b0020s1,hbsd/src/lib/libc/sys/pdwait.c,lib/libc/sys,20,DEFERRED,
b0020s2,hbsd/src/lib/libc/sys/closefrom.c,lib/libc/sys,37,VERIFIED,
b0020s3,hbsd/src/lib/libc/sys/sigwait.c,lib/libc/sys,36,DEFERRED,
b0020s4,hbsd/src/lib/libc/sys/getdents.c,lib/libc/sys,38,VERIFIED,
b0021,hbsd/src/lib/libc/stdlib/_Exit.c,lib/libc/stdlib,20,VERIFIED,
b0021,hbsd/src/lib/libc/stdlib/remque.c,lib/libc/stdlib,27,VERIFIED,
b0021,hbsd/src/lib/libc/stdlib/l64a.c,lib/libc/stdlib,42,VERIFIED,
b0021,hbsd/src/lib/libc/stdlib/a64l.c,lib/libc/stdlib,44,VERIFIED,
b0022,hbsd/src/lib/libc/aarch64/gen/infinity.c,lib/libc/aarch64/gen,11,DEFERRED,
b0022,hbsd/src/lib/libc/aarch64/gen/fpgetmask.c,lib/libc/aarch64/gen,43,DEFERRED,
b0022,hbsd/src/lib/libc/aarch64/gen/flt_rounds.c,lib/libc/aarch64/gen,46,DEFERRED,
b0022,hbsd/src/lib/libc/aarch64/gen/fpsetmask.c,lib/libc/aarch64/gen,48,DEFERRED,
b0023,hbsd/src/lib/libc/gdtoa/glue.c,lib/libc/gdtoa,11,DEFERRED,
b0023,hbsd/src/lib/libc/gdtoa/machdep_ldisd.c,lib/libc/gdtoa,48,DEFERRED,
b0023,hbsd/src/lib/libc/gdtoa/machdep_ldisQ.c,lib/libc/gdtoa,51,DEFERRED,
b0023,hbsd/src/lib/libc/gdtoa/machdep_ldisx.c,lib/libc/gdtoa,52,DEFERRED,
b0024,hbsd/src/lib/libc/sys/stat.c,lib/libc/sys,40,DEFERRED,
b0024,hbsd/src/lib/libc/sys/mknod.c,lib/libc/sys,42,DEFERRED,
b0024,hbsd/src/lib/libc/sys/lstat.c,lib/libc/sys,40,DEFERRED,
b0024,hbsd/src/lib/libc/sys/POSIX2x_Fork.c,lib/libc/sys,41,DEFERRED,
b0025,hbsd/src/lib/libc/sys/fork.c,lib/libc/sys,41,DEFERRED,
b0025,hbsd/src/lib/libc/sys/fsync.c,lib/libc/sys,41,DEFERRED,
b0025,hbsd/src/lib/libc/sys/fdatasync.c,lib/libc/sys,41,DEFERRED,
b0025,hbsd/src/lib/libc/sys/close.c,lib/libc/sys,42,DEFERRED,
b0026,hbsd/src/lib/libc/stdbit/stdc_count_ones.c,lib/libc/stdbit,38,VERIFIED,
b0026,hbsd/src/lib/libc/stdbit/stdc_has_single_bit.c,lib/libc/stdbit,38,VERIFIED,
b0026,hbsd/src/lib/libc/stdbit/stdc_count_zeros.c,lib/libc/stdbit,38,VERIFIED,
b0026,hbsd/src/lib/libc/stdbit/stdc_first_trailing_one.c,lib/libc/stdbit,52,VERIFIED,
b0027,hbsd/src/lib/libc/sys/read.c,lib/libc/sys,42,DEFERRED,
b0027,hbsd/src/lib/libc/sys/msync.c,lib/libc/sys,42,DEFERRED,
b0027,hbsd/src/lib/libc/sys/write.c,lib/libc/sys,42,DEFERRED,
b0027,hbsd/src/lib/libc/sys/wait4.c,lib/libc/sys,41,DEFERRED,
b0028,hbsd/src/lib/libc/sys/sendmsg.c,lib/libc/sys,42,DEFERRED,
b0028,hbsd/src/lib/libc/sys/accept.c,lib/libc/sys,42,DEFERRED,
b0028,hbsd/src/lib/libc/sys/connect.c,lib/libc/sys,42,DEFERRED,
b0028,hbsd/src/lib/libc/sys/writev.c,lib/libc/sys,43,DEFERRED,
b0029,hbsd/src/sys/security/mac_veriexec/mac_veriexec_sha384.c,sys/security/mac_veriexec,41,DEFERRED,
b0029,hbsd/src/sys/security/mac_veriexec/mac_veriexec_sha256.c,sys/security/mac_veriexec,41,DEFERRED,
b0029,hbsd/src/sys/security/mac_veriexec/mac_veriexec_sha512.c,sys/security/mac_veriexec,41,DEFERRED,
b0029,hbsd/src/sys/security/mac_veriexec/mac_veriexec_sha1.c,sys/security/mac_veriexec,49,SKIPPED,
b0030,hbsd/src/lib/msun/src/k_sinf.c,lib/msun/src,41,VERIFIED,
b0030,hbsd/src/lib/msun/src/k_cosf.c,lib/msun/src,41,VERIFIED,
b0030,hbsd/src/lib/msun/src/s_logbl.c,lib/msun/src,50,DEFERRED,
b0030,hbsd/src/lib/msun/src/s_rintf.c,lib/msun/src,50,DEFERRED,
b0031,hbsd/src/lib/libc/string/wcspbrk.c,lib/libc/string,58,VERIFIED,
b0031,hbsd/src/lib/libc/string/ffs.c,lib/libc/string,45,VERIFIED,
b0031,hbsd/src/lib/libc/string/ffsl.c,lib/libc/string,45,VERIFIED,
b0031,hbsd/src/lib/libc/string/strcmp.c,lib/libc/string,47,VERIFIED,
b0032,hbsd/src/lib/libc/string/memcmp.c,lib/libc/string,52,VERIFIED,
b0032,hbsd/src/lib/libc/string/flsl.c,lib/libc/string,47,VERIFIED,
b0032,hbsd/src/lib/libc/string/flsll.c,lib/libc/string,46,VERIFIED,
b0032,hbsd/src/lib/libc/string/wcsncmp.c,lib/libc/string,52,VERIFIED,
b0033,hbsd/src/lib/libc/quad/iordi3.c,lib/libc/quad,51,DEFERRED,
b0033,hbsd/src/lib/libc/quad/negdi2.c,lib/libc/quad,50,DEFERRED,
b0033,hbsd/src/lib/libc/quad/notdi2.c,lib/libc/quad,51,DEFERRED,
b0033,hbsd/src/lib/libc/quad/floatunsdidf.c,lib/libc/quad,52,DEFERRED,
b0034,hbsd/src/lib/libc/quad/ucmpdi2.c,lib/libc/quad,51,DEFERRED,
b0034,hbsd/src/lib/libc/quad/fixdfdi.c,lib/libc/quad,55,VERIFIED,
b0034,hbsd/src/lib/libc/quad/cmpdi2.c,lib/libc/quad,52,DEFERRED,
b0034,hbsd/src/lib/libc/quad/subdi3.c,lib/libc/quad,52,DEFERRED,
b0035,hbsd/src/lib/libc/stdbit/stdc_bit_width.c,lib/libc/stdbit,53,VERIFIED,
b0035,hbsd/src/lib/libc/stdbit/stdc_first_trailing_zero.c,lib/libc/stdbit,53,VERIFIED,
b0035,hbsd/src/lib/libc/stdbit/stdc_bit_floor.c,lib/libc/stdbit,53,VERIFIED,
b0035,hbsd/src/lib/libc/stdbit/stdc_first_leading_one.c,lib/libc/stdbit,57,VERIFIED,
b0036,hbsd/src/lib/libc/stdbit/stdc_first_leading_zero.c,lib/libc/stdbit,57,VERIFIED,
b0036,hbsd/src/lib/libc/stdbit/stdc_trailing_ones.c,lib/libc/stdbit,56,VERIFIED,
b0036,hbsd/src/lib/libc/stdbit/stdc_trailing_zeros.c,lib/libc/stdbit,56,VERIFIED,
b0036,hbsd/src/lib/libc/stdbit/stdc_leading_ones.c,lib/libc/stdbit,60,VERIFIED,
b0037,hbsd/src/sys/x86/linux/linux_dummy_x86.c,sys/x86/linux,50,DEFERRED,
b0037,hbsd/src/sys/x86/linux/linux_vdso_selector_x86.c,sys/x86/linux,67,DEFERRED,
b0037,hbsd/src/sys/x86/linux/linux_x86.c,sys/x86/linux,112,DEFERRED,
b0038,hbsd/src/lib/msun/src/s_fminimuml.c,lib/msun/src,55,DEFERRED,
b0038,hbsd/src/lib/msun/src/s_fmaximuml.c,lib/msun/src,54,DEFERRED,
b0038,hbsd/src/lib/msun/src/s_fminimumf.c,lib/msun/src,61,DEFERRED,
b0038,hbsd/src/lib/msun/src/s_fmaximumf.c,lib/msun/src,60,DEFERRED,
b0039,hbsd/src/lib/libc/locale/mbsrtowcs.c,lib/libc/locale,54,DEFERRED,
b0039,hbsd/src/lib/libc/locale/wcsrtombs.c,lib/libc/locale,55,DEFERRED,
b0039,hbsd/src/lib/libc/locale/mbtowc.c,lib/libc/locale,67,DEFERRED,
b0039,hbsd/src/lib/libc/locale/wcwidth.c,lib/libc/locale,60,DEFERRED,
b0040,hbsd/src/lib/libc/quad/adddi3.c,lib/libc/quad,53,DEFERRED,
b0040,hbsd/src/lib/libc/quad/ashldi3.c,lib/libc/quad,58,DEFERRED,
b0040,hbsd/src/lib/libc/quad/lshldi3.c,lib/libc/quad,58,DEFERRED,
b0040,hbsd/src/lib/libc/quad/floatdidf.c,lib/libc/quad,67,DEFERRED,
b0041,hbsd/src/lib/libc/locale/wcstombs.c,lib/libc/locale,57,DEFERRED,
b0041,hbsd/src/lib/libc/locale/wctomb.c,lib/libc/locale,59,DEFERRED,
b0041,hbsd/src/lib/libc/locale/btowc.c,lib/libc/locale,63,DEFERRED,
b0041,hbsd/src/lib/libc/locale/mblen.c,lib/libc/locale,61,DEFERRED,
b0042,hbsd/src/lib/libc/quad/floatdisf.c,lib/libc/quad,69,DEFERRED,
b0042,hbsd/src/lib/libc/quad/ashrdi3.c,lib/libc/quad,67,DEFERRED,
b0042,hbsd/src/lib/libc/quad/fixunsdfdi.c,lib/libc/quad,89,DEFERRED,
b0042,hbsd/src/lib/libc/quad/fixunssfdi.c,lib/libc/quad,94,DEFERRED,
b0043,hbsd/src/lib/libcalendar/easter.c,lib/libcalendar,101,DEFERRED,
b0043,hbsd/src/lib/libcalendar/calendar.c,lib/libcalendar,330,DEFERRED,
b0044,hbsd/src/lib/libc/quad/muldi3.c,lib/libc/quad,239,DEFERRED,
b0044,hbsd/src/lib/libc/quad/qdivrem.c,lib/libc/quad,272,DEFERRED,
b0045,hbsd/src/lib/libc/locale/wcstol.c,lib/libc/locale,139,DEFERRED,
b0045,hbsd/src/lib/libc/locale/wcstoull.c,lib/libc/locale,138,DEFERRED,
b0045,hbsd/src/lib/libc/locale/wcstoimax.c,lib/libc/locale,140,DEFERRED,
b0045,hbsd/src/lib/libc/locale/wcstoll.c,lib/libc/locale,139,DEFERRED,
b0046,hbsd/src/sys/security/mac_stub/mac_stub.c,sys/security/mac_stub,1978,DEFERRED,
b0047,hbsd/src/lib/libc/softfloat/bits32/softfloat.c,lib/libc/softfloat/bits32,2344,DEFERRED,
b0048,hbsd/src/lib/libc/softfloat/bits64/softfloat.c,lib/libc/softfloat/bits64,5596,DEFERRED,
b0049,hbsd/src/lib/libc/softfloat/negtf2.c,lib/libc/softfloat,24,DEFERRED,
b0049,hbsd/src/lib/libc/softfloat/unorddf2.c,lib/libc/softfloat,23,DEFERRED,
b0049,hbsd/src/lib/libc/softfloat/unordsf2.c,lib/libc/softfloat,23,DEFERRED,
b0049,hbsd/src/lib/libc/softfloat/fpgetmask.c,lib/libc/softfloat,47,DEFERRED,
b0050,hbsd/src/lib/libc/stdbit/stdc_leading_zeros.c,lib/libc/stdbit,60,VERIFIED,
b0050,hbsd/src/lib/libc/stdbit/stdc_bit_ceil.c,lib/libc/stdbit,71,VERIFIED,
b0051,hbsd/src/lib/libc/quad/udivdi3.c,lib/libc/quad,46,DEFERRED,
b0051,hbsd/src/lib/libc/quad/umoddi3.c,lib/libc/quad,48,DEFERRED,
b0051,hbsd/src/lib/libc/quad/anddi3.c,lib/libc/quad,51,DEFERRED,
b0051,hbsd/src/lib/libc/quad/xordi3.c,lib/libc/quad,51,DEFERRED,
b0052,hbsd/src/lib/libc/softfloat/fpgetsticky.c,lib/libc/softfloat,47,DEFERRED,
b0052,hbsd/src/lib/libc/softfloat/fpgetround.c,lib/libc/softfloat,52,DEFERRED,
b0052,hbsd/src/lib/libc/softfloat/fpsetmask.c,lib/libc/softfloat,55,DEFERRED,
b0052,hbsd/src/lib/libc/softfloat/fpsetround.c,lib/libc/softfloat,55,DEFERRED,
b0053,hbsd/src/lib/libc/quad/fixsfdi.c,lib/libc/quad,57,VERIFIED,
b0053,hbsd/src/lib/libc/quad/divdi3.c,lib/libc/quad,58,VERIFIED,
b0053,hbsd/src/lib/libc/quad/moddi3.c,lib/libc/quad,60,DEFERRED,
b0053,hbsd/src/lib/libc/quad/lshrdi3.c,lib/libc/quad,57,DEFERRED,
b0054,hbsd/src/usr.bin/cksum/crc32.c,usr.bin/cksum,119,DEFERRED,
b0054,hbsd/src/usr.bin/cksum/crc.c,usr.bin/cksum,137,DEFERRED,
b0055,hbsd/src/lib/libc/amd64/gen/fpgetprec.c,lib/libc/amd64/gen,7,DEFERRED,
b0055,hbsd/src/lib/libc/amd64/gen/fpgetround.c,lib/libc/amd64/gen,7,DEFERRED,
b0055,hbsd/src/lib/libc/amd64/gen/fpgetmask.c,lib/libc/amd64/gen,7,DEFERRED,
b0055,hbsd/src/lib/libc/amd64/gen/fpgetsticky.c,lib/libc/amd64/gen,7,DEFERRED,
b0056,hbsd/src/lib/libc/amd64/gen/fpsetround.c,lib/libc/amd64/gen,7,DEFERRED,
b0056,hbsd/src/lib/libc/amd64/gen/fpsetprec.c,lib/libc/amd64/gen,7,DEFERRED,
b0056,hbsd/src/lib/libc/amd64/gen/fpsetmask.c,lib/libc/amd64/gen,7,DEFERRED,
b0056,hbsd/src/lib/libc/amd64/gen/infinity.c,lib/libc/amd64/gen,11,CLONE,hbsd/src/lib/libc/aarch64/gen/infinity.c
b0057,hbsd/src/lib/msun/src/s_crealf.c,lib/msun/src,35,DEFERRED,
b0057,hbsd/src/lib/msun/src/s_creal.c,lib/msun/src,35,DEFERRED,
b0057,hbsd/src/lib/msun/src/s_creall.c,lib/msun/src,35,DEFERRED,
b0057,hbsd/src/lib/msun/src/s_conj.c,lib/msun/src,38,DEFERRED,
b0058,hbsd/src/lib/libc/locale/mbrtoc32.c,lib/libc/locale,52,DEFERRED,
b0058,hbsd/src/lib/libc/locale/wcrtomb.c,lib/libc/locale,51,DEFERRED,
b0058,hbsd/src/lib/libc/locale/wctob.c,lib/libc/locale,55,DEFERRED,
b0058,hbsd/src/lib/libc/locale/mbrlen.c,lib/libc/locale,50,DEFERRED,
b0059,hbsd/src/lib/libc/iconv/citrus_bcs_strtol.c,lib/libc/iconv,57,DEFERRED,
b0059,hbsd/src/lib/libc/iconv/citrus_bcs_strtoul.c,lib/libc/iconv,57,DEFERRED,
b0059,hbsd/src/lib/libc/iconv/citrus_db_hash.c,lib/libc/iconv,64,DEFERRED,
b0059,hbsd/src/lib/libc/iconv/citrus_mmap.c,lib/libc/iconv,95,DEFERRED,
b0060,hbsd/src/lib/msun/src/s_llround.c,lib/msun/src,8,DEFERRED,
b0060,hbsd/src/lib/msun/src/s_llroundf.c,lib/msun/src,8,DEFERRED,
b0060,hbsd/src/lib/msun/src/s_llroundl.c,lib/msun/src,8,DEFERRED,
b0060,hbsd/src/lib/msun/src/w_drem.c,lib/msun/src,14,DEFERRED,
b0061,hbsd/src/bin/csh/iconv_stub.c,bin/csh,78,DEFERRED,
b0062,hbsd/src/lib/libc/iconv/iconv_close.c,lib/libc/iconv,37,DEFERRED,
b0062,hbsd/src/lib/libc/iconv/iconvctl.c,lib/libc/iconv,37,DEFERRED,
b0062,hbsd/src/lib/libc/iconv/__iconv_free_list.c,lib/libc/iconv,37,DEFERRED,
b0062,hbsd/src/lib/libc/iconv/iconv_open.c,lib/libc/iconv,37,DEFERRED,
b0063,hbsd/src/lib/libc/iconv/iconv_canonicalize.c,lib/libc/iconv,37,DEFERRED,
b0063,hbsd/src/lib/libc/iconv/__iconv_get_list.c,lib/libc/iconv,37,DEFERRED,
b0063,hbsd/src/lib/libc/iconv/iconvlist.c,lib/libc/iconv,37,DEFERRED,
b0063,hbsd/src/lib/libc/iconv/iconv_set_relocation_prefix.c,lib/libc/iconv,37,DEFERRED,
b0064,hbsd/src/lib/libc/locale/nomacros.c,lib/libc/locale,15,DEFERRED,
b0064,hbsd/src/lib/libc/locale/ctype.c,lib/libc/locale,32,DEFERRED,
b0064,hbsd/src/lib/libc/locale/mbsinit.c,lib/libc/locale,47,DEFERRED,
b0064,hbsd/src/lib/libc/locale/rpmatch.c,lib/libc/locale,54,VERIFIED,
b0065,hbsd/src/lib/libc/stdlib/strtoq.c,lib/libc/stdlib,44,DEFERRED,
b0065,hbsd/src/lib/libc/stdlib/strtouq.c,lib/libc/stdlib,44,DEFERRED,
b0065,hbsd/src/lib/libc/stdlib/div.c,lib/libc/stdlib,46,DEFERRED,
b0065,hbsd/src/lib/libc/stdlib/ldiv.c,lib/libc/stdlib,46,DEFERRED,
b0066,hbsd/src/lib/libc/gdtoa/_ldtoa.c,lib/libc/gdtoa,107,DEFERRED,
b0066,hbsd/src/lib/libc/gdtoa/_hldtoa.c,lib/libc/gdtoa,176,DEFERRED,
b0066,hbsd/src/lib/libc/gdtoa/_hdtoa.c,lib/libc/gdtoa,143,DEFERRED,
b0067,hbsd/src/lib/libc/compat-43/setrgid.c,lib/libc/compat-43,39,VERIFIED,
b0067,hbsd/src/lib/libc/compat-43/setruid.c,lib/libc/compat-43,39,VERIFIED,
b0067,hbsd/src/lib/libc/compat-43/setpgrp.c,lib/libc/compat-43,39,DEFERRED,
b0067,hbsd/src/lib/libc/compat-43/sethostid.c,lib/libc/compat-43,45,VERIFIED,
b0068,hbsd/src/lib/libc/gen/libc_dlopen.c,lib/libc/gen,56,DEFERRED,
b0068,hbsd/src/lib/libc/gen/uname.c,lib/libc/gen,45,DEFERRED,
b0068,hbsd/src/lib/libc/gen/opendir.c,lib/libc/gen,46,DEFERRED,
b0068,hbsd/src/lib/libc/gen/time.c,lib/libc/gen,48,VERIFIED,
b0069,hbsd/src/lib/libc/stdlib/atoi.c,lib/libc/stdlib,50,DEFERRED,
b0069,hbsd/src/lib/libc/stdlib/atol.c,lib/libc/stdlib,50,DEFERRED,
b0069,hbsd/src/lib/libc/stdlib/atof.c,lib/libc/stdlib,50,DEFERRED,
b0069,hbsd/src/lib/libc/stdlib/atoll.c,lib/libc/stdlib,50,DEFERRED,
b0070,hbsd/src/lib/msun/src/s_conjl.c,lib/msun/src,38,DEFERRED,
b0070,hbsd/src/lib/msun/src/s_cimagf.c,lib/msun/src,38,DEFERRED,
b0070,hbsd/src/lib/msun/src/s_cimag.c,lib/msun/src,38,DEFERRED,
b0070,hbsd/src/lib/msun/src/s_cargl.c,lib/msun/src,37,DEFERRED,
b0071,hbsd/src/lib/libc/aarch64/string/strlcat.c,lib/libc/aarch64/string,27,DEFERRED,
b0071,hbsd/src/lib/libc/aarch64/string/strpbrk.c,lib/libc/aarch64/string,43,DEFERRED,
b0071,hbsd/src/lib/libc/aarch64/string/memcpy_resolver.c,lib/libc/aarch64/string,42,DEFERRED,
b0071,hbsd/src/lib/libc/aarch64/string/memmove_resolver.c,lib/libc/aarch64/string,42,DEFERRED,
b0072,hbsd/src/lib/libc/iconv/iconv_open_into.c,lib/libc/iconv,37,DEFERRED,
b0072,hbsd/src/lib/libc/iconv/__iconv.c,lib/libc/iconv,38,DEFERRED,
b0072,hbsd/src/lib/libc/iconv/iconv.c,lib/libc/iconv,39,DEFERRED,
b0072,hbsd/src/lib/libc/iconv/citrus_hash.c,lib/libc/iconv,51,DEFERRED,
b0073,hbsd/src/lib/msun/ld128/b_tgammal.c,lib/msun/ld128,12,DEFERRED,
b0073,hbsd/src/lib/msun/ld128/s_nanl.c,lib/msun/ld128,46,DEFERRED,
b0073,hbsd/src/lib/msun/ld128/k_cosl.c,lib/msun/ld128,55,VERIFIED,
b0073,hbsd/src/lib/msun/ld128/k_sinl.c,lib/msun/ld128,55,DEFERRED,
b0074,hbsd/src/lib/libc/gen/isatty.c,lib/libc/gen,43,VERIFIED,
b0074,hbsd/src/lib/libc/gen/valloc.c,lib/libc/gen,44,VERIFIED,
b0074,hbsd/src/lib/libc/gen/ftok.c,lib/libc/gen,44,VERIFIED,
b0074,hbsd/src/lib/libc/gen/fdevname.c,lib/libc/gen,54,VERIFIED,
b0075,hbsd/src/lib/libc/locale/collcmp.c,lib/libc/locale,62,DEFERRED,
b0075,hbsd/src/lib/libc/locale/mbrtowc.c,lib/libc/locale,52,DEFERRED,
b0075,hbsd/src/lib/libc/locale/c32rtomb.c,lib/libc/locale,58,DEFERRED,
b0075,hbsd/src/lib/libc/locale/mbstowcs.c,lib/libc/locale,55,DEFERRED,
b0076,hbsd/src/lib/libc/net/sockatmark.c,lib/libc/net,39,VERIFIED,
b0076,hbsd/src/lib/libc/net/ntoh.c,lib/libc/net,59,DEFERRED,
b0076,hbsd/src/lib/libc/net/vars.c,lib/libc/net,44,DEFERRED,
b0076,hbsd/src/lib/libc/net/if_nametoindex.c,lib/libc/net,99,VERIFIED,
b0077,hbsd/src/lib/libc/secure/strcat_chk.c,lib/libc/secure,60,VERIFIED,
b0077,hbsd/src/lib/libc/secure/strlcat_chk.c,lib/libc/secure,70,VERIFIED,
b0077,hbsd/src/lib/libc/secure/fgets_chk.c,lib/libc/secure,54,VERIFIED,
b0077,hbsd/src/lib/libc/secure/vsprintf_chk.c,lib/libc/secure,58,VERIFIED,
b0078,hbsd/src/lib/libc/locale/runetype.c,lib/libc/locale,88,DEFERRED,
b0078,hbsd/src/lib/libc/locale/nextwctype.c,lib/libc/locale,102,DEFERRED,
b0078,hbsd/src/lib/libc/locale/wctype.c,lib/libc/locale,114,VERIFIED,
b0078,hbsd/src/lib/libc/locale/mbsnrtowcs.c,lib/libc/locale,102,DEFERRED,
b0079s1,hbsd/src/lib/msun/src/e_lgammaf.c,lib/msun/src,31,PENDING,
b0079s2,hbsd/src/lib/msun/src/s_finitef.c,lib/msun/src,29,PENDING,
b0079s3,hbsd/src/lib/msun/src/e_gammaf_r.c,lib/msun/src,30,PENDING,
b0079s4,hbsd/src/lib/msun/src/s_copysignf.c,lib/msun/src,33,PENDING,
b0080s1,hbsd/src/lib/msun/src/s_conjf.c,lib/msun/src,38,PENDING,
b0080s2,hbsd/src/lib/msun/src/s_carg.c,lib/msun/src,37,PENDING,
b0080s3,hbsd/src/lib/msun/src/s_cargf.c,lib/msun/src,37,PENDING,
b0080s4,hbsd/src/lib/msun/src/e_remainderl.c,lib/msun/src,37,PENDING,
b0081,hbsd/src/lib/libc/amd64/string/strcpy.c,lib/libc/amd64/string,37,DEFERRED,
b0081,hbsd/src/lib/libc/amd64/string/strnlen.c,lib/libc/amd64/string,41,DEFERRED,
b0081,hbsd/src/lib/libc/amd64/string/strpbrk.c,lib/libc/amd64/string,43,DEFERRED,hbsd/src/lib/libc/aarch64/string/strpbrk.c
b0081,hbsd/src/lib/libc/amd64/string/strncpy.c,lib/libc/amd64/string,43,DEFERRED,
b0082,hbsd/src/lib/msun/ld80/s_nanl.c,lib/msun/ld80,46,DEFERRED,
